Bagging,0.975935910323,0.949719442398,0.875457875458
Logit_Boost,0.936920608811,0.876393147973,0.791666666667
RBF_Classifier,0.931782874897,0.865427212094,0.758754863813
MLP_Classifier_2,0.939700163473,0.842480319286,0.868613138686
REP_Tree,0.932024023475,0.782491734616,0.803059273423
MLP_Classifier_10,0.966269659955,0.942749478281,0.901256732496
Bayes_Network,0.845281610771,0.793598398457,0.761092150171
Adaboost,0.914237412044,0.834754199693,0.745644599303
Random_Forest,0.986074304223,0.966560266475,0.922522522523
FLDA,0.97220445338,0.917951106501,0.892794376098
