Bagging,0.96309352518,0.900137823607,0.827586206897
Logit_Boost,0.900486467968,0.770290173128,0.7
RBF_Classifier,0.900294621446,0.750890031626,0.71679197995
MLP_Classifier_2,0.960650907845,0.877114531151,0.863109048724
REP_Tree,0.884295991778,0.812057096916,0.81662591687
MLP_Classifier_10,0.963199725934,0.912086911215,0.859122401848
Bayes_Network,0.834251455978,0.773439883544,0.734299516908
Adaboost,0.876341212744,0.708215185797,0.710659898477
Random_Forest,0.97937307297,0.927313967097,0.88038277512
FLDA,0.965059952038,0.85938050821,0.842824601367
