Bagging,0.95831816343,0.921208410637,0.882926829268
Logit_Boost,0.923685275081,0.768973869882,0.782407407407
RBF_Classifier,0.935548139159,0.853427648496,0.79381443299
MLP_Classifier_2,0.922279530744,0.856949906069,0.881355932203
REP_Tree,0.932150080906,0.796906395459,0.840855106888
MLP_Classifier_10,0.956462378641,0.924005012277,0.882352941176
Bayes_Network,0.843234223301,0.798161870712,0.753424657534
Adaboost,0.881705097087,0.762749491302,0.738532110092
Random_Forest,0.976764765372,0.947216073006,0.904761904762
FLDA,0.972502022654,0.951378615103,0.910411622276
