Bagging,0.965781687948,0.968657508387,0.931343283582
Logit_Boost,0.961129710371,0.966092149383,0.93009118541
RBF_Classifier,0.962278106509,0.970389289387,0.921212121212
MLP_Classifier_2,0.957957022734,0.969664196834,0.923076923077
REP_Tree,0.925159607599,0.939190169655,0.901960784314
MLP_Classifier_10,0.96375739645,0.972202552587,0.932926829268
Bayes_Network,0.900420429773,0.936090098434,0.888198757764
Adaboost,0.954414512613,0.963617347244,0.878504672897
Random_Forest,0.984506384304,0.987987871381,0.949253731343
FLDA,0.946395203986,0.928055037985,0.890855457227
