Bagging,0.988676971072,0.977695366968,0.938416422287
Logit_Boost,0.979388825865,0.957788198949,0.906432748538
RBF_Classifier,0.985975609756,0.964730602351,0.897590361446
MLP_Classifier_2,0.98465683494,0.975669073379,0.937685459941
REP_Tree,0.980211287578,0.959279350743,0.912280701754
MLP_Classifier_10,0.989719228588,0.984107815041,0.950146627566
Bayes_Network,0.911790981282,0.890519919055,0.857142857143
Adaboost,0.983118264322,0.959671398906,0.909090909091
Random_Forest,0.992080260919,0.981605838218,0.944606413994
FLDA,0.982728304027,0.977662075347,0.93567251462
