Bagging,0.942439862543,0.94293789154,0.896296296296
Logit_Boost,0.933045719408,0.922791027022,0.870229007634
RBF_Classifier,0.927162707306,0.934410592697,0.854961832061
MLP_Classifier_2,0.918889137905,0.925709188243,0.84046692607
REP_Tree,0.91931869117,0.755976284149,0.857142857143
MLP_Classifier_10,0.929964141641,0.926478874796,0.868913857678
Bayes_Network,0.889922306888,0.89099501423,0.86013986014
Adaboost,0.933437920215,0.932940810882,0.853146853147
Random_Forest,0.965803824892,0.961936412349,0.914498141264
FLDA,0.897206036157,0.871683445229,0.817843866171
